Game,Score
Minigore 2: Zombies,9.1
Jet Set Radio,5.6
Forge,7
Nancy Drew: The Deadly Device,6.8
Just Dance 4,5.3
Into the Dead,7
Writer Rumble ,8.2
Mass Effect,9
Guilty Gear XX Accent Core Plus,8.3
Guilty Gear XX Accent Core Plus,8.3
Uncharted: Fight For Fortune,7
Modern Combat 4: Zero Hour,7.8
Wonderbook: Book of Spells,6
Rift: Storm Legion,8.3
The Walking Dead: Assault,7.5
Miasmata,7.9
Bladeslinger: Episode 1,7.2
Funky Barn,5
ESPN Sports Connection,3
Sonic &amp; All-Stars Racing Transformed,8.8
Real Boxing,7.6
Baldur's Gate -- Enhanced Edition,8.1
Crashmo,9.5
PlanetSide 2,9
Disney Epic Mickey 2: The Power of Two,6
Warriors Orochi 3 Hyper,7
Transformers Prime,7.8
Rage of the Gladiator,7.6
Skylanders Battlegrounds,6.6
FIFA Soccer 13,6
Family Guy: Back to the Multiverse,6
Family Guy: Back to the Multiverse ,6
Little Inferno,5
Little Inferno,5
Little Inferno,5
Little Inferno,5
Little Inferno,5
Little Inferno,5
Little Chomp,8
Trine 2: Director's Cut,9
LEGO The Lord of the Rings,3.8
LEGO The Lord of the Rings,3.8
Jetpack Joyride,7.4
LEGO The Lord of the Rings,6.8
LEGO The Lord of the Rings,6.8
Assassin's Creed III,8.6
Chasing Aurora,6
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,8.5
Wraithborne,5.2
Madden NFL 13,8.3
Rabbids Land,5
Call of Duty: Black Ops II,9.3
Persona 4 Golden,9.3
Tekken Tag Tournament 2: Wii U Edition,7.5
Madden NFL 13,8.3
Far Cry 3,9
Far Cry 3 ,9
Mass Effect 3 (Special Edition),9.5
Far Cry 3,9
Disney Epic Mickey: Power of Illusion,7
Assassin's Creed III,8.5
Nano Assault Neo,9
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2
Scribblenauts Unlimited,8.8
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2
PlayStation All-Stars Battle Royale,8
Borderlands 2: Mr. Torgue's Campaign of Carnage,9.2
PlayStation All-Stars Battle Royale,8
Beatdown!,6.3
Waking Mars,6.5
NBA 2K13,9.1
Waking Mars,6.5
The Walking Dead: The Game -- Episode 5: No Time Left,9.5
The Walking Dead: The Game -- Episode 5: No Time Left,9.5
The Walking Dead: The Game -- Episode 5: No Time Left,9.5
The Walking Dead: The Game -- Episode 5: No Time Left,9.5
The Walking Dead: The Game -- Episode 5: No Time Left,9.5
Hitman: Absolution,9
ZombiU,6.3
Hitman: Absolution,9
Hitman: Absolution,9
Batman: Arkham City -- Armored Edition ,9.5
Disney Epic Mickey 2: The Power of Two,6
Darksiders II,7.5
Disney Epic Mickey 2: The Power of Two,6
Call of Duty: Black Ops Declassified,4
Scribblenauts Unlimited,8.8
Fallen Enchantress,7.9
Guns of Icarus Online,7.3
Sonic &amp; All-Stars Racing Transformed,8.6
New Super Mario Bros. U,9.1
Sonic &amp; All-Stars Racing Transformed,8.6
Nintendo Land,8.7
ARC Squadron,7.3
Ninja Gaiden III: Razor's Edge,7.6
Call of Duty: Black Ops II,9.3
F1 Race Stars,5.2
F1 Race Stars,5.2
Midway Arcade Origins,5.5
Midway Arcade Origins,5.5
Call of Duty: Black Ops II,9.3
Call of Duty: Black Ops II,9.3
When Vikings Attack,6.5
When Vikings Attack,6.5
"Freakyforms Deluxe: Your Creations, Alive!",5
Painkiller: Hell &amp; Damnation,5
Transformers Prime ,8
Angry Birds Star Wars,8.8
Farming Simulator 2013,7.1
Paper Mario: Sticker Star,8.3
Lucius,6
LittleBigPlanet Karting,5
Primal Carnage,7.6
Symphonica: Grand Maestro,6
Natural Selection 2,8
Football Manager 2013,9
Football Manager 2013,9
Need for Speed Most Wanted,7.4
Orgarhythm,4.7
Sports Champions 2,7.6
Zone of the Enders HD Collection,7
Harvest Moon: A New Beginning,8.3
Halo 4,9.8
Zone of the Enders HD Collection,7
Halo 4 (Limited Edition),9.8
Borderlands Legends,6.5
Borderlands Legends,6.5
Ragnarok Odyssey,5
Okami HD,9.4
Pid,7.8
Need for Speed Most Wanted,6.9
Pid ,7.8
Pid,7.8
Need for Speed Most Wanted,9
Assassin's Creed III,8.5
Assassin's Creed III: Liberation,7.2
Need for Speed Most Wanted,9
Smart As...,8.5
Assassin's Creed III,8.5
Need for Speed Most Wanted,9
WWE '13,8.4
Street Fighter x Tekken,6.6
WWE '13,8.4
Chivalry: Medieval Warfare,7.9
Sonic Jump,7.5
Medal of Honor Warfighter,4
Professor Layton and the Miracle Mask,8.7
Edna &amp; Harvey: Harvey's New Eyes,6
Hotline Miami,8.8
Medal of Honor Warfighter,4
Medal of Honor Warfighter,4
The Lord of the Rings Online: Riders of Rohan,8.3
Doom 3: BFG Edition,7.6
Rugby League Live 2,6
Rugby League Live 2,6
Doom 3: BFG Edition,7.6
Punch Quest ,9.3
Doom 3: BFG Edition,7.6
He-Man: The Most Powerful Game in the Universe,6.8
Silent Hill: Book of Memories,6
Diaspora: Shattered Armistice,7.4
Pocket Clothier,6.6
Pocket Clothier,6.6
True Skate,6.7
Ravaged,6.7
Zero Escape: Virtue's Last Reward,9.5
Zero Escape: Virtue's Last Reward,9.5
The Walking Dead: The Game -- Episode 3: Long Road Ahead,9
Girls Like Robots,8.5
Happy Wars,4
Dokuro,8.8
Borderlands 2: Captain Scarlett and her Pirate's Booty,7.5
Naughty Bear: Panic in Paradise,2.3
Naughty Bear: Panic in Paradise,2.3
Skylanders Giants,8
Borderlands 2: Captain Scarlett and her Pirate's Booty,7.5
Skylanders Giants,8
Skylanders Giants,8
Borderlands 2: Captain Scarlett and her Pirate's Booty,7.5
Devil's Attorney,8.3
Devil's Attorney,8.3
Code of Princess ,6.9
SunFlowers,8
007 Legends,4.5
007 Legends,4.5
Funky Smugglers,9
Colour Bind,6.2
WRC 3 FIA World Rally Championship,5
WRC 3 FIA World Rally Championship,5
Retro City Rampage,5.3
Retro City Rampage,5.3
Dance Central 3,8
WRC 3 FIA World Rally Championship,5
Retro City Rampage,5.3
The Unfinished Swan,9
Forza Horizon,9
FIFA Soccer 13,4
Mugen Souls,3.9
Crazy Taxi,7.1
New Little King's Story,5.8
Fable: The Journey,7.2
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5
Cortex Command,5
Derrick the Deathfin,7.4
The Walking Dead: The Game -- Episode 4: Around Every Corner ,7.5
The Walking Dead: The Game -- Episode 4: Around Every Corner,7.5
XCOM: Enemy Unknown,8.2
XCOM: Enemy Unknown,8.2
One Piece: Pirate Warriors,6
XCOM: Enemy Unknown,8.2
Dishonored,9.2
Dishonored,9.2
Dishonored,9.2
Angry Birds Trilogy,7
Angry Birds Trilogy,7
Angry Birds Trilogy,7
Hell Yeah! Wrath of the Dead Rabbit,4.9
Hell Yeah! Wrath of the Dead Rabbit,4.9
Hell Yeah! Wrath of the Dead Rabbit,4.9
World of Warcraft: Mists of Pandaria,8.7
Pokemon White Version 2,9.6
War of the Roses,7.3
Pokemon Black Version 2,9.6
Drakerider,6.5
Worms Revolution,8.5
Worms Revolution,8.5
Worms Revolution,8.5
Bad Piggies,9.2
Resident Evil 6,7.9
Resident Evil 6 ,7.9
Shad'O,7
Demon's Score,6.9
NBA 2K13,9.1
NBA 2K13,9.1
NBA 2K13,9.1
Lili: Child of Geos,7
Marvel vs. Capcom Origins,8.2
Marvel vs. Capcom Origins,8.2
Dead or Alive 5,8.8
Dead or Alive 5,8.8
Realms Of Ancient War,5.5
Realms Of Ancient War,5.5
Anomaly: Warzone Earth,8.2
Rayman: Jungle Run,8.8
FIFA Soccer 13,9
FIFA Soccer 13,9
Torchlight II,9.1
FIFA Soccer 13,9
The Sims 3: Supernatural,4.5
Super Hexagon,9
Final Fantasy Dimensions,8
Machinarium,8
They Bleed Pixels,8.2
Pro Evolution Soccer 2013,8.5
Snapshot ,5
F1 2012,9
F1 2012,9
Jet Set Radio,7.5
Jet Set Radio,7.5
Pro Evolution Soccer 2013,8.5
Jet Set Radio,7.5
F1 2012,9
Pro Evolution Soccer 2013,8.5
Borderlands 2,9
Joe Danger: The Movie,8
Borderlands 2,9
Borderlands 2,9
Tokyo Jungle,8
Splice: Tree of Life,8.5
LittleBigPlanet PS Vita,9
NHL 13,8.5
NHL 13,8.5
Total War Battles: Shogun,7
Guild Wars 2,9
Double Dragon: Neon,3
Double Dragon: Neon,3
Total War Battles: Shogun,7
Tekken Tag Tournament 2,7.5
Tekken Tag Tournament 2,7.5
Wild Blood ,7
Mark of the Ninja,9
Mark of the Ninja,9
Home: A Unique Horror Adventure,6.5
Home: A Unique Horror Adventure,6.5
Avengers Initiative,8
Way of the Samurai 4,5.5
JoJo's Bizarre Adventure HD,7
JoJo's Bizarre Adventure HD,7
Mass Effect 3: Leviathan,7.5
Mass Effect 3: Leviathan,7.5
Mass Effect 3: Leviathan,7.5
Dark Souls (Prepare to Die Edition),9
Symphony,7
Bastion,9
Thirty Flights of Loving,8
Tom Clancy's Ghost Recon Phantoms,7.5
Legasista,6.5
The Walking Dead: The Game -- Episode 3: Long Road Ahead,9
The Walking Dead: The Game -- Episode 3: Long Road Ahead,9
The Walking Dead: The Game -- Episode 3: Long Road Ahead,9
The Walking Dead: The Game -- Episode 3: Long Road Ahead,9
Counter-Strike: Global Offensive,8
Rock Band Blitz,8.5
Counter-Strike: Global Offensive,8
The World Ends with You: Solo Remix ,9.5
Counter-Strike: Global Offensive,8
The World Ends with You: Solo Remix,9.5
Counter-Strike: Global Offensive,8
Madden NFL 13,6
Madden NFL 13,9
Madden NFL 13,9
Hoodwink,2.5
Transformers: Fall of Cybertron,8.5
Transformers: Fall of Cybertron,8.5
Hero Academy,9
Hero Academy,9
Puzzle Craft,9
Darksiders II,7.5
Left 4 Dead 2: Cold Stream,7
Left 4 Dead 2: Cold Stream,7
Puzzle Craft,9
Left 4 Dead 2: Cold Stream,7
Horn,9
Retro/Grade,7
Cafeteria Nipponica,6
Iron Brigade,9
Sleeping Dogs,8.5
Sleeping Dogs,8.5
Papo &amp; Yo,4
Darksiders II ,7.5
Darksiders II,7.5
Pitfall,7
Dust: An Elysian Tail,8.5
Hybrid,8
The Dark Knight Rises,5.5
10000000,7.5
The Political Machine 2012,6.5
Sound Shapes,9
Sound Shapes,9
Sound Shapes,9
Persona 4 Arena,9
Persona 4 Arena,9
ORC: Vengeance,8
New Super Mario Bros. 2,8.5
MANOS: The Hands of Fate,6
The Expendables 2 Videogame,5.5
A Virus Named Tom,7
Fieldrunners 2,8.5
Deadlight,8.5
Foosball 2012,5.5
Malicious,5.5
Orcs Must Die 2,9
Foosball 2012,5.5
Art Academy: Lessons for Everyone,8
The Secret World ,7
"Freakyforms: Your Creations, Alive!",6.5
Anna,5.5
Thomas Was Alone,8
Wreckateer,6.5
Resonance,7
Great Big War Game,9.5
Railroad Story,6
Asphalt 7: Heat,8
Tony Hawk's Pro Skater HD,8
Comedy Central's Indecision Game,7.5
Comedy Central's Indecision Game,7.5
Kingdom Hearts 3D: Dream Drop Distance,8.5
Dyad,8.5
Zuma's Revenge,7
LEGO Batman 2: DC Super Heroes,8.5
Endless Space,8
NCAA Football 13,8
NCAA Football 13,8
Apple Jack 2,8
Fray,2
Dungeon Twister,3
Test Drive: Ferrari Racing Legends,6.5
Test Drive: Ferrari Racing Legends,6.5
Test Drive: Ferrari Racing Legends,6.5
Spelunky ,9
Roller Coaster Rampage,6.5
Rainbow Moon,8
Rainbow Moon,8
Fatal Frame: Deep Crimson Butterfly,8.5
London 2012: The Official Video Game of the Olympic Games,7
London 2012: The Official Video Game of the Olympic Games,7
The Elder Scrolls V: Skyrim -- Dawnguard,8
The Elder Scrolls V: Skyrim -- Dawnguard,8
The Elder Scrolls V: Skyrim -- Dawnguard,8
Theatrhythm Final Fantasy,8.5
Jeremy McGrath's Offroad,7.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
Jeremy McGrath's Offroad,7.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Walking Dead: The Game -- Episode 2: Starved For Help,8.5
The Amazing Spider-Man,7
Spec Ops: The Line,8
The Amazing Spider-Man,7
Spec Ops: The Line,8
The Amazing Spider-Man,7
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Escape Goat,8
Penny Arcade's On the Rain-Slick Precipice of Darkness 3 ,8
Magic: The Gathering -- Duels of the Planeswalkers 2012,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Virtua Fighter 5 Final Showdown,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Virtua Fighter 5 Final Showdown,8.5
Magic: The Gathering -- Duels of the Planeswalkers 2013,8.5
Heroes of Ruin,7
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,8
Virtua Fighter 5 Final Showdown,8.5
Tiny &amp; Big: Grandpa's Leftovers,7.5
Babel Rising,5
Babel Rising,5
Quantum Conundrum,8
Quantum Conundrum,8
LEGO Batman 2: DC Super Heroes,5.5
Quantum Conundrum,8
LEGO Batman 2: DC Super Heroes,5.5
Krater,5
Sid Meier's Civilization V: Gods &amp; Kings,9
Ratchet &amp; Clank Collection,8.5
Sid Meier's Civilization V: Gods &amp; Kings,9
Steel Battalion: Heavy Armor,3
LEGO Batman 2: DC Super Heroes,8
LEGO Batman 2: DC Super Heroes ,8.5
LEGO Batman 2: DC Super Heroes,8.5
Pokemon Conquest,9
Lollipop Chainsaw,5
Lollipop Chainsaw,5
Sins of a Solar Empire: Rebellion,7.5
Warlock: Master of the Arcane,7.5
Dungeon Village,8
Metal Gear Solid HD Collection,9
Inversion,5.5
Inversion,5.5
Inversion,5.5
Plague Inc.,7
Batman: Arkham City -- Harley Quinn's Revenge,9
Batman: Arkham City -- Harley Quinn's Revenge,9
Alan Wake's American Nightmare,7.5
Resistance: Burning Skies,5.5
Tera,6.5
Doctor Who: The Eternity Clock,5.5
Dirt Showdown,6
Gravity Rush,7.5
Atelier Meruru: The Apprentice of Arland,6
Dirt Showdown,6
Super Monday Night Combat,7.5
Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),8.5
Tom Clancy's Ghost Recon: Future Soldier (Signature Edition) ,8.5
Tom Clancy's Ghost Recon: Future Soldier,8.5
Tom Clancy's Ghost Recon: Future Soldier,8.5
Dragon's Dogma,7.5
Sorcery,7.5
Dragon's Dogma,7.5
Sonic the Hedgehog 4: Episode II,6.5
Sonic the Hedgehog 4: Episode II,6.5
Vessel,8
Akai Katana,7
Game of Thrones,4
Mario Tennis Open,6.5
Game of Thrones,4
Orion: Dino Beatdown,2
Max Payne 3 (Special Edition),9
Max Payne 3,9
Max Payne 3,9
Sniper Elite V2,8
Max Payne 3,9
Sniper Elite V2,8
Diablo III,9.5
Diablo III,9.5
Max Payne 3 (Special Edition),9
Analogue: A Hate Story,7
Minecraft,8.5
Starhawk ,9
Datura,6
A Valley Without Wind,5.5
Awesomenauts,7
Ski Safari,7
Mortal Kombat,8.5
Awesomenauts,7
Fable Heroes,5
Botanicula,9
Prototype 2,7
Sword &amp; Sworcery EP,9
UEFA Euro 2012,6.5
UEFA Euro 2012,6.5
UEFA Euro 2012,6.5
Prototype 2,7
StarDrone Extreme,7.5
Risen 2: Dark Waters,6.5
Bloodforge,4
The Pinball Arcade,8.5
The Pinball Arcade,8.5
Lone Survivor,8.5
Tribes: Ascend,9
The Witcher 2: Assassins of Kings (Enhanced Edition),9
Insanely Twisted Shadow Planet,8
Max Payne,6
Disgaea 3: Absence of Detention ,8.5
Trials Evolution,9
The Witcher 2: Assassins of Kings (Enhanced Edition),8.5
Sour Patch Kids: World Gone Sour,6.5
Spirit Camera: The Cursed Memoir,5.5
Blacklight: Retribution,8.5
Pandora's Tower,7
Ketzal's Corridors,9
Fez,9.5
The Splatters,8
Skullgirls,8.5
I Am Alive,4.5
Skullgirls,8.5
Legend of Grimrock,8.5
Anomaly: Warzone Earth,8
Warriors Orochi 3,8.5
Diabolical Pitch,5.5
Warriors Orochi 3,8.5
The Pinball Arcade,8.5
Colors! 3D,9
Xenoblade Chronicles,9
MotorStorm RC,8.5
Kinect: Star Wars,5.5
Total War: Shogun 2 -- Fall of The Samurai,9
Tiger Woods PGA Tour 13,6.5
Devil May Cry HD Collection ,7.5
Devil May Cry HD Collection,7.5
South Park: Tenorman's Revenge,7
Gettysburg: Armored Warfare,2
Rayman Origins,9.5
Tiger Woods PGA Tour 13,6.5
Armored Core V,7.5
Kinect Rush: A Disney Pixar Adventure,6
Closure,8.5
Armored Core V,7.5
Chaos Rings II,8.5
Sumioni: Demon Arts,5.5
Kid Icarus Uprising,8.5
Angry Birds Space,8.5
Rayman 3: Hoodlum Havoc HD,7
Rayman 3: Hoodlum Havoc HD,7
Sine Mora,9
Resident Evil: Operation Raccoon City,4
Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,8
Kingdoms of Amalur: Reckoning -- The Legend of Dead Kel,8
Resident Evil: Operation Raccoon City,4
Defenders of Ardania,4.5
Silent Hill HD Collection,9
Ninja Gaiden III,3
Defenders of Ardania,4.5
Dungeon Village ,8
Silent Hill HD Collection,9
Ninja Gaiden III,3
FIFA Street,8
FIFA Street,8
Waves,8.5
Mass Effect Infiltrator,6.5
Microsoft Flight,5
Silent Hill: Downpour,4.5
Shoot Many Robots,4.5
Shoot Many Robots,4.5
Naruto Shippuden: Ultimate Ninja Storm Generations,8.5
Warp,8.5
Naruto Shippuden: Ultimate Ninja Storm Generations,8.5
Yakuza: Dead Souls,5
Mass Effect 3,9.5
Silent Hill: Downpour,4.5
Mario Party 9,7
Ridge Racer,3
MLB 12: The Show,8
Wargame: European Escalation,8
MLB 12: The Show,8.5
Mass Effect 3,9.5
Major League Baseball 2K12,7
Mass Effect 3,9.5
I Am Alive ,4.5
Unit 13,7.5
Major League Baseball 2K12,7
Street Fighter x Tekken,9
Crusader Kings II,8
Realm of the Mad God,8
Street Fighter x Tekken,9
Journey,9
Pok&eacute;Park 2: Wonders Beyond,6.5
Nexuiz,8
SSX,9
Metal Gear Solid 3D Snake Eater,8.5
SSX,9
Plants vs. Zombies,9
Hustle Kings,7
The Last Story,8.5
Virtua Tennis 4: World Tour Edition,7.5
Beat Sneak Bandit,9
Dillon's Rolling Western,8
Dynasty Warriors Next,8
League of Evil 2,8
Binary Domain,7.5
Syndicate,7.5
Shinobido 2: Revenge of Zen,4.5
Binary Domain,7.5
Syndicate ,7.5
Syndicate,7.5
MotorStorm RC,8.5
F1 2011,7
Warp,8.5
Asura's Wrath,7.5
Tales from Space: Mutant Blobs Attack,9
Escape Plan,8
Alan Wake's American Nightmare,8
Asura's Wrath,7.5
Hot Shots Golf: World Invitational,6.5
The House of the Dead III,6.5
Ninja Gaiden Sigma Plus,8
Alan Wake,9
Rhythm Party,6.5
Dungeon Hunter: Alliance,5.5
Asphalt Injection,6
Mario &amp; Sonic at the London 2012 Olympic Games,6.5
King Arthur II: The Role-Playing Wargame,6
Touch My Katamari,6
Michael Jackson: The Experience HD,6.5
Army Corps of Hell,7
Tales of the Abyss,7
Twisted Metal,9
BlazBlue: Continuum Shift Extend,8.5
Tekken 3D: Prime Edition ,7.5
ModNation Racers: Road Trip,7
Super Stardust Delta,9.5
Uncharted: Golden Abyss,8.5
Dear Esther,8
Rayman Origins,9
FIFA Soccer,8
Lumines: Electronic Symphony,9
Ultimate Marvel Vs. Capcom 3,8
Little Deviants,6
Gotham City Impostors,7
Gotham City Impostors,7
Grand Slam Tennis 2,8.5
Pineapple Smash Crew,5.5
Gotham City Impostors,7
4 Elements II,7.5
Maru's Mission,3
UFC Undisputed 3,9
UFC Undisputed 3,9
Grand Slam Tennis 2,8.5
Triple Town,8
Resident Evil Revelations,8.5
The Darkness II,8
Jak and Daxter Collection,9
The Simpsons: The Arcade Game,8
The Darkness II ,8
Kingdoms of Amalur: Reckoning,9
The Darkness II,8
Rhythm Heaven Fever,7
Shank 2,8.5
Shank 2,8.5
Kingdoms of Amalur: Reckoning,9
Shank 2,8.5
Kingdoms of Amalur: Reckoning,9
Zack Zero,4
The Simpsons: The Arcade Game,8
Sakura Samurai: Art of the Sword,9
Happy Action Theater,8
New Orbit,7
Soulcalibur V,7.5
Kingdom Rush,9
NeverDead,3
Puddle,8
NeverDead,3
Soulcalibur V,7.5
Oil Rush,6.5
Puddle,8
SOL: Exodus,5.5
Final Fantasy XIII-2,8
Final Fantasy XIII-2,8
Mutant Mudds ,8.5
Crazy Machines Elements,5.5
Jazz: Trump's Journey,7.5
ScaryGirl,7.5
Quarrel,7
Super Crate Box,6.5
Your Shape: Fitness Evolved 2012,7.5
Unstoppable Gorg,6.5
Lock 'n' Chase,8.5
Run Roo Run,8
ScaryGirl,7.5
World Cruise Story,6
Pocket League Story,7.5
Dustforce,8
Zen Pinball 3D,7.5
Afterfall: Insanity,4.5
Amy,2
Amy,2
Choplifter HD,8
QUBE,6.5
Choplifter HD,8
Choplifter HD,8
3 Heroes -- Crystal Soul,5
Venture Towns,7
Samurai Sword Destiny,6
Quick Fill Q ,7
Trine 2,9
NFL Blitz,8.5
NFL Blitz,8.5
Trine 2,9
Postal III,5.5
All Zombies Must Die,6.5
All Zombies Must Die,6.5
Carmen Sandiego Adventures in Math: The Big Ben Burglary,7
Slingo Supreme,6
Cake Ninja,4
VVVVVV,7.5
Bionic Commando,8
Mighty Switch Force,8
Rytmik Retrobits,7.5
Oddworld: Stranger's Wrath HD,7.5
Tetris,9
Christmas Wonderland,5.5
Soccer Up,6
Doodle Fit,8
Batman: Arkham City Lockdown,7
Chronicles of Vampires: Origins,7
Grand Theft Auto III,7.5
Trine 2,9
Blaster Master: Enemy Below,8
The Earth Defense Force: Insect Armageddon ,7.5
Sonic CD,8.5
Carmen Sandiego Adventures in Math: The Lady Liberty Larceny,8
Sonic CD,9
WordJong Arcade,8
Just SING! Christmas Vol. 3,3
Elite Forces: Unit 77,5.5
Joe Danger: Special Edition,9.5
MinoMonsters,7
Assassin's Creed Recollection,7
Gears of War 3: Raam's Shadow,7.5
Cartoon Network: Punch Time Explosion XL,5
Cartoon Network: Punch Time Explosion XL,5
Ace Combat Assault Horizon Legacy,8
F1 2011,6.5
Fishing Resort,7
The Kore Gang,7
NBA 2K12: Legends Showcase,8
The Adventures of Tintin,6.5
Paper Wars: Cannon Fodder,7.5
Pushmo,9.5
Castle Conqueror -- Against,7
Word Searcher 4,5
The Adventures of Tintin,6.5
Anthill: Tactical Trail Defense,7.5
Sonic Generations ,7
WWE All Stars,7
Scene It? Movie Night,7
Xotic,3
Dynasty Warriors 7 Xtreme Legends,7
Corpse Party,7
Fortune Street,7
Anno 2070,8.5
Xmas Puzzle,7
Adventure Island,7.5
Double Bloob,4
Serious Sam 3: BFE,7
House M.D. -- Episode 5: Under the Big Top,3
Scene It? Movie Night,7
Voltron: Defender of the Universe,4
Infinity Blade II,10
Voltron: Defender of the Universe,4
Batman: Arkham City,9.5
To the Moon,7.5
Mario Kart 7,9
MotionSports Adrenaline,4
Come On! Heroes,7.5
Metroid II: Return of Samus,9
Battle of the Elements,8
Big Bass Arcade,7
The Lord of the Rings: War in the North ,7
Where is my Heart?,7
Tekken Hybrid,8
Minecraft,9
Mario &amp; Sonic at the London 2012 Olympic Games,7.5
The King of Fighters XIII,7
The King of Fighters XIII,7
Self-Defense Training Camp,1
Sword of the Stars II: Lords of Winter,2.5
Metal Gear Solid HD Collection,9
Saints Row: The Third,8.5
Jurassic Park: The Game,5.5
LEGO Harry Potter: Years 5-7,8
Kinect Disneyland Adventures,8.5
Raving Rabbids: Alive &amp; Kicking,3
LEGO Harry Potter: Years 5-7,8
LEGO Harry Potter: Years 5-7,8
LEGO Harry Potter: Years 5-7,8
Escape Trick: Convenience Store,6
Shinobi,7.5
Jurassic Park: The Game,5.5
Hydrophobia: Prophecy,8
WWE '12,9
Pinocchio's Puzzle,7
Major Mayhem,8.5
Play &amp; Learn Chinese ,6
WWE '12,9
3D Classics: Kirby's Adventure,8
Sideway: New York,8
Fossil Fighters: Champions,7.5
Hollywood Squares,4
InMomentum,6
L.A. Noire The Complete Edition,8.5
Epoch,8
Air Conflicts: Secret Wars,6
The Black Eyed Peas Experience,6
Real Steel,3
Assassin's Creed: Revelations,8.5
Assassin's Creed: Revelations,8.5
The Elder Scrolls V: Skyrim,9.5
NCIS: The Game,4.5
Need for Speed: The Run,6.5
Otomedius Excellent,5.5
Real Steel,3
Halo: Combat Evolved Anniversary,8
Need for Speed: The Run,6.5
Ultimate Marvel Vs. Capcom 3,8.5
Ultimate Marvel Vs. Capcom 3,8.5
Call of Duty: Modern Warfare 3,4.5
Cave Story 3D,8.5
Saints Row: The Third ,8.5
Saints Row: The Third,8.5
The Legend of Zelda: Skyward Sword,10
Castle Conqueror -- Heroes,7.5
The Elder Scrolls V: Skyrim,9.5
Bloons Tower Defense,6
Fusion: Genesis,8
NCIS: The Game,4
Step Up,1
The Elder Scrolls V: Skyrim,9.5
Super Mario 3D Land,9.5
Max &amp; the Magic Marker,7
Rayman Origins,9.5
Rayman Origins,9.5
Call of Duty: Modern Warfare 3,9
Rayman Origins,9.5
Kinect Sports: Season 2,6.5
Metal Gear Solid HD Collection,9
